record_id,clause_number,family,split,start_position,valid_tokens,padded_tokens,is_padded
FAR52_0079,52.211-8,211,train,4480,256,0,False
FAR52_0079,52.211-8,211,train,4608,256,0,False
FAR52_0079,52.211-8,211,train,4656,256,0,False
FAR52_0079,52.211-8,211,train,4736,176,80,True
FAR52_0079,52.211-8,211,train,4864,48,208,True
FAR52_0080,52.211-9,211,train,0,256,0,False
FAR52_0080,52.211-9,211,train,128,256,0,False
FAR52_0080,52.211-9,211,train,256,256,0,False
FAR52_0080,52.211-9,211,train,384,256,0,False
FAR52_0080,52.211-9,211,train,512,256,0,False
FAR52_0080,52.211-9,211,train,640,256,0,False
FAR52_0080,52.211-9,211,train,768,256,0,False
FAR52_0080,52.211-9,211,train,896,256,0,False
FAR52_0080,52.211-9,211,train,1024,256,0,False
FAR52_0080,52.211-9,211,train,1152,256,0,False
FAR52_0080,52.211-9,211,train,1280,256,0,False
FAR52_0080,52.211-9,211,train,1408,256,0,False
FAR52_0080,52.211-9,211,train,1536,256,0,False
FAR52_0080,52.211-9,211,train,1664,256,0,False
FAR52_0080,52.211-9,211,train,1792,256,0,False
FAR52_0080,52.211-9,211,train,1920,256,0,False
FAR52_0080,52.211-9,211,train,2048,256,0,False
FAR52_0080,52.211-9,211,train,2176,256,0,False
FAR52_0080,52.211-9,211,train,2304,256,0,False
FAR52_0080,52.211-9,211,train,2432,256,0,False
FAR52_0080,52.211-9,211,train,2560,256,0,False
FAR52_0080,52.211-9,211,train,2688,256,0,False
FAR52_0080,52.211-9,211,train,2816,256,0,False
FAR52_0080,52.211-9,211,train,2944,256,0,False
FAR52_0080,52.211-9,211,train,3072,256,0,False
FAR52_0080,52.211-9,211,train,3200,256,0,False
FAR52_0080,52.211-9,211,train,3328,256,0,False
FAR52_0080,52.211-9,211,train,3456,256,0,False
FAR52_0080,52.211-9,211,train,3584,256,0,False
FAR52_0080,52.211-9,211,train,3712,256,0,False
FAR52_0080,52.211-9,211,train,3840,256,0,False
FAR52_0080,52.211-9,211,train,3968,256,0,False
FAR52_0080,52.211-9,211,train,4096,256,0,False
FAR52_0080,52.211-9,211,train,4224,256,0,False
FAR52_0080,52.211-9,211,train,4352,256,0,False
FAR52_0080,52.211-9,211,train,4480,256,0,False
FAR52_0080,52.211-9,211,train,4608,256,0,False
FAR52_0080,52.211-9,211,train,4736,256,0,False
FAR52_0080,52.211-9,211,train,4864,256,0,False
FAR52_0080,52.211-9,211,train,4915,256,0,False
FAR52_0080,52.211-9,211,train,4992,179,77,True
FAR52_0080,52.211-9,211,train,5120,51,205,True
FAR52_0081,52.211-10,211,train,0,256,0,False
FAR52_0081,52.211-10,211,train,128,256,0,False
FAR52_0081,52.211-10,211,train,256,256,0,False
FAR52_0081,52.211-10,211,train,384,256,0,False
FAR52_0081,52.211-10,211,train,512,256,0,False
FAR52_0081,52.211-10,211,train,640,256,0,False
FAR52_0081,52.211-10,211,train,768,256,0,False
FAR52_0081,52.211-10,211,train,896,256,0,False
FAR52_0081,52.211-10,211,train,1024,256,0,False
FAR52_0081,52.211-10,211,train,1152,256,0,False
FAR52_0081,52.211-10,211,train,1280,256,0,False
FAR52_0081,52.211-10,211,train,1408,256,0,False
FAR52_0081,52.211-10,211,train,1453,256,0,False
FAR52_0081,52.211-10,211,train,1536,173,83,True
FAR52_0081,52.211-10,211,train,1664,45,211,True
FAR52_0082,52.211-11,211,validation,0,256,0,False
FAR52_0082,52.211-11,211,validation,128,256,0,False
FAR52_0082,52.211-11,211,validation,256,256,0,False
FAR52_0082,52.211-11,211,validation,384,256,0,False
FAR52_0082,52.211-11,211,validation,512,256,0,False
FAR52_0082,52.211-11,211,validation,640,256,0,False
FAR52_0082,52.211-11,211,validation,768,256,0,False
FAR52_0082,52.211-11,211,validation,896,256,0,False
FAR52_0082,52.211-11,211,validation,937,256,0,False
FAR52_0082,52.211-11,211,validation,1024,169,87,True
FAR52_0082,52.211-11,211,validation,1152,41,215,True
FAR52_0083,52.211-12,211,train,0,256,0,False
FAR52_0083,52.211-12,211,train,128,256,0,False
FAR52_0083,52.211-12,211,train,256,256,0,False
FAR52_0083,52.211-12,211,train,384,256,0,False
FAR52_0083,52.211-12,211,train,469,256,0,False
FAR52_0083,52.211-12,211,train,512,213,43,True
FAR52_0083,52.211-12,211,train,640,85,171,True
FAR52_0084,52.211-13,211,validation,0,256,0,False
FAR52_0084,52.211-13,211,validation,128,256,0,False
FAR52_0084,52.211-13,211,validation,256,256,0,False
FAR52_0084,52.211-13,211,validation,384,256,0,False
FAR52_0084,52.211-13,211,validation,430,256,0,False
FAR52_0084,52.211-13,211,validation,512,174,82,True
FAR52_0084,52.211-13,211,validation,640,46,210,True
FAR52_0085,52.211-14,211,train,0,256,0,False
FAR52_0085,52.211-14,211,train,128,256,0,False
FAR52_0085,52.211-14,211,train,256,256,0,False
FAR52_0085,52.211-14,211,train,384,256,0,False
FAR52_0085,52.211-14,211,train,419,256,0,False
FAR52_0085,52.211-14,211,train,512,163,93,True
FAR52_0085,52.211-14,211,train,640,35,221,True
FAR52_0086,52.211-15,211,train,0,256,0,False
FAR52_0086,52.211-15,211,train,128,256,0,False
FAR52_0086,52.211-15,211,train,158,256,0,False
FAR52_0086,52.211-15,211,train,256,158,98,True
FAR52_0086,52.211-15,211,train,384,30,226,True
FAR52_0087,52.211-16,211,test,0,256,0,False
FAR52_0087,52.211-16,211,test,128,256,0,False
FAR52_0087,52.211-16,211,test,256,256,0,False
FAR52_0087,52.211-16,211,test,384,256,0,False
FAR52_0087,52.211-16,211,test,512,256,0,False
FAR52_0087,52.211-16,211,test,640,256,0,False
FAR52_0087,52.211-16,211,test,744,256,0,False
FAR52_0087,52.211-16,211,test,768,232,24,True
FAR52_0087,52.211-16,211,test,896,104,152,True
FAR52_0088,52.211-17,211,train,0,256,0,False
FAR52_0088,52.211-17,211,train,128,256,0,False
FAR52_0088,52.211-17,211,train,256,256,0,False
FAR52_0088,52.211-17,211,train,384,256,0,False
FAR52_0088,52.211-17,211,train,512,256,0,False
FAR52_0088,52.211-17,211,train,640,256,0,False
FAR52_0088,52.211-17,211,train,643,256,0,False
FAR52_0088,52.211-17,211,train,768,131,125,True
FAR52_0088,52.211-17,211,train,896,3,253,True
FAR52_0089,52.211-18,211,train,0,256,0,False
FAR52_0089,52.211-18,211,train,128,256,0,False
FAR52_0089,52.211-18,211,train,256,256,0,False
FAR52_0089,52.211-18,211,train,384,256,0,False
FAR52_0089,52.211-18,211,train,512,256,0,False
FAR52_0089,52.211-18,211,train,640,256,0,False
FAR52_0089,52.211-18,211,train,768,256,0,False
FAR52_0089,52.211-18,211,train,896,256,0,False
FAR52_0089,52.211-18,211,train,1024,256,0,False
FAR52_0089,52.211-18,211,train,1125,256,0,False
FAR52_0089,52.211-18,211,train,1152,229,27,True
FAR52_0089,52.211-18,211,train,1280,101,155,True
FAR52_0090,52.212-1,212,train,0,256,0,False
FAR52_0090,52.212-1,212,train,128,256,0,False
FAR52_0090,52.212-1,212,train,256,256,0,False
FAR52_0090,52.212-1,212,train,512,256,0,False
FAR52_0090,52.212-1,212,train,640,256,0,False
FAR52_0090,52.212-1,212,train,896,256,0,False
FAR52_0090,52.212-1,212,train,1024,256,0,False
FAR52_0090,52.212-1,212,train,1280,256,0,False
FAR52_0090,52.212-1,212,train,1408,256,0,False
FAR52_0090,52.212-1,212,train,1536,256,0,False
FAR52_0090,52.212-1,212,train,1792,256,0,False
FAR52_0090,52.212-1,212,train,1920,256,0,False
FAR52_0090,52.212-1,212,train,2176,256,0,False
FAR52_0090,52.212-1,212,train,2304,256,0,False
FAR52_0090,52.212-1,212,train,2560,256,0,False
FAR52_0090,52.212-1,212,train,2688,256,0,False
FAR52_0090,52.212-1,212,train,2816,256,0,False
FAR52_0090,52.212-1,212,train,3072,256,0,False
FAR52_0090,52.212-1,212,train,3200,256,0,False
FAR52_0090,52.212-1,212,train,3456,256,0,False
FAR52_0090,52.212-1,212,train,3584,256,0,False
FAR52_0090,52.212-1,212,train,3840,256,0,False
FAR52_0090,52.212-1,212,train,3968,256,0,False
FAR52_0090,52.212-1,212,train,4096,256,0,False
FAR52_0090,52.212-1,212,train,4352,256,0,False
FAR52_0090,52.212-1,212,train,4480,256,0,False
FAR52_0090,52.212-1,212,train,4736,256,0,False
FAR52_0090,52.212-1,212,train,4864,256,0,False
FAR52_0090,52.212-1,212,train,5120,256,0,False
FAR52_0090,52.212-1,212,train,5248,256,0,False
FAR52_0090,52.212-1,212,train,5376,256,0,False
FAR52_0090,52.212-1,212,train,5632,256,0,False
FAR52_0090,52.212-1,212,train,5760,256,0,False
FAR52_0090,52.212-1,212,train,6016,256,0,False
FAR52_0090,52.212-1,212,train,6144,256,0,False
FAR52_0090,52.212-1,212,train,6400,256,0,False
FAR52_0090,52.212-1,212,train,6528,256,0,False
FAR52_0090,52.212-1,212,train,6656,256,0,False
FAR52_0090,52.212-1,212,train,6912,256,0,False
FAR52_0090,52.212-1,212,train,7040,256,0,False
FAR52_0090,52.212-1,212,train,7296,256,0,False
FAR52_0090,52.212-1,212,train,7424,256,0,False
FAR52_0090,52.212-1,212,train,7680,256,0,False
FAR52_0090,52.212-1,212,train,7808,256,0,False
FAR52_0090,52.212-1,212,train,7936,256,0,False
FAR52_0090,52.212-1,212,train,8192,256,0,False
FAR52_0090,52.212-1,212,train,8320,256,0,False
FAR52_0090,52.212-1,212,train,8576,256,0,False
FAR52_0090,52.212-1,212,train,8704,256,0,False
FAR52_0090,52.212-1,212,train,8960,256,0,False
FAR52_0090,52.212-1,212,train,9088,256,0,False
FAR52_0090,52.212-1,212,train,9216,256,0,False
FAR52_0090,52.212-1,212,train,9472,256,0,False
FAR52_0090,52.212-1,212,train,9600,256,0,False
FAR52_0090,52.212-1,212,train,9856,256,0,False
FAR52_0090,52.212-1,212,train,9984,256,0,False
FAR52_0090,52.212-1,212,train,10240,256,0,False
FAR52_0090,52.212-1,212,train,10368,256,0,False
FAR52_0090,52.212-1,212,train,10496,256,0,False
FAR52_0090,52.212-1,212,train,10752,256,0,False
FAR52_0090,52.212-1,212,train,10880,256,0,False
FAR52_0090,52.212-1,212,train,11136,256,0,False
FAR52_0090,52.212-1,212,train,11166,256,0,False
FAR52_0090,52.212-1,212,train,11392,30,226,True
FAR52_0091,52.212-2,212,train,0,256,0,False
FAR52_0091,52.212-2,212,train,128,256,0,False
FAR52_0091,52.212-2,212,train,256,256,0,False
FAR52_0091,52.212-2,212,train,384,256,0,False
FAR52_0091,52.212-2,212,train,512,256,0,False
FAR52_0091,52.212-2,212,train,640,256,0,False
FAR52_0091,52.212-2,212,train,768,256,0,False
FAR52_0091,52.212-2,212,train,896,256,0,False
FAR52_0091,52.212-2,212,train,1024,256,0,False
FAR52_0091,52.212-2,212,train,1152,256,0,False
FAR52_0091,52.212-2,212,train,1280,256,0,False
FAR52_0091,52.212-2,212,train,1408,256,0,False
FAR52_0091,52.212-2,212,train,1536,256,0,False
FAR52_0091,52.212-2,212,train,1664,256,0,False
FAR52_0091,52.212-2,212,train,1792,256,0,False
FAR52_0091,52.212-2,212,train,1794,256,0,False
FAR52_0091,52.212-2,212,train,1920,130,126,True
FAR52_0091,52.212-2,212,train,2048,2,254,True
FAR52_0092,52.212-3,212,test,0,256,0,False
FAR52_0092,52.212-3,212,test,768,256,0,False
FAR52_0092,52.212-3,212,test,1536,256,0,False
FAR52_0092,52.212-3,212,test,2304,256,0,False
FAR52_0092,52.212-3,212,test,3072,256,0,False
FAR52_0092,52.212-3,212,test,3840,256,0,False
FAR52_0092,52.212-3,212,test,4608,256,0,False
FAR52_0092,52.212-3,212,test,5504,256,0,False
FAR52_0092,52.212-3,212,test,6272,256,0,False
FAR52_0092,52.212-3,212,test,7040,256,0,False
FAR52_0092,52.212-3,212,test,7808,256,0,False
FAR52_0092,52.212-3,212,test,8576,256,0,False
FAR52_0092,52.212-3,212,test,9344,256,0,False
FAR52_0092,52.212-3,212,test,10240,256,0,False
FAR52_0092,52.212-3,212,test,11008,256,0,False
FAR52_0092,52.212-3,212,test,11776,256,0,False
FAR52_0092,52.212-3,212,test,12544,256,0,False
FAR52_0092,52.212-3,212,test,13312,256,0,False
FAR52_0092,52.212-3,212,test,14080,256,0,False
FAR52_0092,52.212-3,212,test,14976,256,0,False
FAR52_0092,52.212-3,212,test,15744,256,0,False
FAR52_0092,52.212-3,212,test,16512,256,0,False
FAR52_0092,52.212-3,212,test,17280,256,0,False
FAR52_0092,52.212-3,212,test,18048,256,0,False
FAR52_0092,52.212-3,212,test,18816,256,0,False
FAR52_0092,52.212-3,212,test,19584,256,0,False
FAR52_0092,52.212-3,212,test,20480,256,0,False
FAR52_0092,52.212-3,212,test,21248,256,0,False
FAR52_0092,52.212-3,212,test,22016,256,0,False
FAR52_0092,52.212-3,212,test,22784,256,0,False
FAR52_0092,52.212-3,212,test,23552,256,0,False
FAR52_0092,52.212-3,212,test,24320,256,0,False
FAR52_0092,52.212-3,212,test,25216,256,0,False
FAR52_0092,52.212-3,212,test,25984,256,0,False
FAR52_0092,52.212-3,212,test,26752,256,0,False
FAR52_0092,52.212-3,212,test,27520,256,0,False
FAR52_0092,52.212-3,212,test,28288,256,0,False
FAR52_0092,52.212-3,212,test,29056,256,0,False
FAR52_0092,52.212-3,212,test,29952,256,0,False
FAR52_0092,52.212-3,212,test,30720,256,0,False
FAR52_0092,52.212-3,212,test,31488,256,0,False
FAR52_0092,52.212-3,212,test,32256,256,0,False
FAR52_0092,52.212-3,212,test,33024,256,0,False
FAR52_0092,52.212-3,212,test,33792,256,0,False
FAR52_0092,52.212-3,212,test,34560,256,0,False
FAR52_0092,52.212-3,212,test,35456,256,0,False
FAR52_0092,52.212-3,212,test,36224,256,0,False
FAR52_0092,52.212-3,212,test,36992,256,0,False
FAR52_0092,52.212-3,212,test,37760,256,0,False
FAR52_0092,52.212-3,212,test,38528,256,0,False
FAR52_0092,52.212-3,212,test,39296,256,0,False
FAR52_0092,52.212-3,212,test,40192,256,0,False
FAR52_0092,52.212-3,212,test,40960,256,0,False
FAR52_0092,52.212-3,212,test,41728,256,0,False
FAR52_0092,52.212-3,212,test,42496,256,0,False
FAR52_0092,52.212-3,212,test,43264,256,0,False
FAR52_0092,52.212-3,212,test,44032,256,0,False
FAR52_0092,52.212-3,212,test,44928,256,0,False
FAR52_0092,52.212-3,212,test,45696,256,0,False
FAR52_0092,52.212-3,212,test,46464,256,0,False
FAR52_0092,52.212-3,212,test,47232,256,0,False
FAR52_0092,52.212-3,212,test,48000,256,0,False
FAR52_0092,52.212-3,212,test,48768,256,0,False
FAR52_0092,52.212-3,212,test,49536,84,172,True
FAR52_0093,52.212-4,212,validation,0,256,0,False
FAR52_0093,52.212-4,212,validation,512,256,0,False
FAR52_0093,52.212-4,212,validation,1152,256,0,False
FAR52_0093,52.212-4,212,validation,1792,256,0,False
FAR52_0093,52.212-4,212,validation,2304,256,0,False
FAR52_0093,52.212-4,212,validation,2944,256,0,False
FAR52_0093,52.212-4,212,validation,3584,256,0,False
FAR52_0093,52.212-4,212,validation,4096,256,0,False
FAR52_0093,52.212-4,212,validation,4736,256,0,False
FAR52_0093,52.212-4,212,validation,5376,256,0,False
FAR52_0093,52.212-4,212,validation,5888,256,0,False
FAR52_0093,52.212-4,212,validation,6528,256,0,False
FAR52_0093,52.212-4,212,validation,7168,256,0,False
FAR52_0093,52.212-4,212,validation,7680,256,0,False
FAR52_0093,52.212-4,212,validation,8320,256,0,False
FAR52_0093,52.212-4,212,validation,8960,256,0,False
FAR52_0093,52.212-4,212,validation,9472,256,0,False
FAR52_0093,52.212-4,212,validation,10112,256,0,False
FAR52_0093,52.212-4,212,validation,10752,256,0,False
FAR52_0093,52.212-4,212,validation,11264,256,0,False
FAR52_0093,52.212-4,212,validation,11904,256,0,False
FAR52_0093,52.212-4,212,validation,12544,256,0,False
FAR52_0093,52.212-4,212,validation,13184,256,0,False
FAR52_0093,52.212-4,212,validation,13696,256,0,False
FAR52_0093,52.212-4,212,validation,14336,256,0,False
FAR52_0093,52.212-4,212,validation,14976,256,0,False
FAR52_0093,52.212-4,212,validation,15488,256,0,False
FAR52_0093,52.212-4,212,validation,16128,256,0,False
FAR52_0093,52.212-4,212,validation,16768,256,0,False
FAR52_0093,52.212-4,212,validation,17280,256,0,False
FAR52_0093,52.212-4,212,validation,17920,256,0,False
FAR52_0093,52.212-4,212,validation,18560,256,0,False
FAR52_0093,52.212-4,212,validation,19072,256,0,False
FAR52_0093,52.212-4,212,validation,19712,256,0,False
FAR52_0093,52.212-4,212,validation,20352,256,0,False
FAR52_0093,52.212-4,212,validation,20864,256,0,False
FAR52_0093,52.212-4,212,validation,21504,256,0,False
FAR52_0093,52.212-4,212,validation,22144,256,0,False
FAR52_0093,52.212-4,212,validation,22656,256,0,False
FAR52_0093,52.212-4,212,validation,23296,256,0,False
FAR52_0093,52.212-4,212,validation,23936,256,0,False
FAR52_0093,52.212-4,212,validation,24448,256,0,False
FAR52_0093,52.212-4,212,validation,25088,256,0,False
FAR52_0093,52.212-4,212,validation,25728,256,0,False
FAR52_0093,52.212-4,212,validation,26368,256,0,False
FAR52_0093,52.212-4,212,validation,26880,256,0,False
FAR52_0093,52.212-4,212,validation,27520,256,0,False
FAR52_0093,52.212-4,212,validation,28160,256,0,False
FAR52_0093,52.212-4,212,validation,28672,256,0,False
FAR52_0093,52.212-4,212,validation,29312,256,0,False
FAR52_0093,52.212-4,212,validation,29952,256,0,False
FAR52_0093,52.212-4,212,validation,30464,256,0,False
FAR52_0093,52.212-4,212,validation,31104,256,0,False
FAR52_0093,52.212-4,212,validation,31744,256,0,False
FAR52_0093,52.212-4,212,validation,32256,256,0,False
FAR52_0093,52.212-4,212,validation,32896,256,0,False
FAR52_0093,52.212-4,212,validation,33536,256,0,False
FAR52_0093,52.212-4,212,validation,34048,256,0,False
FAR52_0093,52.212-4,212,validation,34688,256,0,False
FAR52_0093,52.212-4,212,validation,35328,256,0,False
FAR52_0093,52.212-4,212,validation,35840,256,0,False
FAR52_0093,52.212-4,212,validation,36480,256,0,False
FAR52_0093,52.212-4,212,validation,37120,256,0,False
FAR52_0093,52.212-4,212,validation,37632,83,173,True
FAR52_0094,52.212-5,212,train,0,256,0,False
FAR52_0094,52.212-5,212,train,384,256,0,False
FAR52_0094,52.212-5,212,train,768,256,0,False
FAR52_0094,52.212-5,212,train,1152,256,0,False
FAR52_0094,52.212-5,212,train,1536,256,0,False
FAR52_0094,52.212-5,212,train,1920,256,0,False
FAR52_0094,52.212-5,212,train,2304,256,0,False
FAR52_0094,52.212-5,212,train,2688,256,0,False
FAR52_0094,52.212-5,212,train,3072,256,0,False
FAR52_0094,52.212-5,212,train,3456,256,0,False
FAR52_0094,52.212-5,212,train,3840,256,0,False
FAR52_0094,52.212-5,212,train,4352,256,0,False
FAR52_0094,52.212-5,212,train,4736,256,0,False
FAR52_0094,52.212-5,212,train,5120,256,0,False
FAR52_0094,52.212-5,212,train,5504,256,0,False
FAR52_0094,52.212-5,212,train,5888,256,0,False
FAR52_0094,52.212-5,212,train,6272,256,0,False
FAR52_0094,52.212-5,212,train,6656,256,0,False
FAR52_0094,52.212-5,212,train,7040,256,0,False
FAR52_0094,52.212-5,212,train,7424,256,0,False
FAR52_0094,52.212-5,212,train,7808,256,0,False
FAR52_0094,52.212-5,212,train,8320,256,0,False
FAR52_0094,52.212-5,212,train,8704,256,0,False
FAR52_0094,52.212-5,212,train,9088,256,0,False
FAR52_0094,52.212-5,212,train,9472,256,0,False
FAR52_0094,52.212-5,212,train,9856,256,0,False
FAR52_0094,52.212-5,212,train,10240,256,0,False
FAR52_0094,52.212-5,212,train,10624,256,0,False
FAR52_0094,52.212-5,212,train,11008,256,0,False
FAR52_0094,52.212-5,212,train,11392,256,0,False
FAR52_0094,52.212-5,212,train,11776,256,0,False
FAR52_0094,52.212-5,212,train,12160,256,0,False
FAR52_0094,52.212-5,212,train,12672,256,0,False
FAR52_0094,52.212-5,212,train,13056,256,0,False
FAR52_0094,52.212-5,212,train,13440,256,0,False
FAR52_0094,52.212-5,212,train,13824,256,0,False
FAR52_0094,52.212-5,212,train,14208,256,0,False
FAR52_0094,52.212-5,212,train,14592,256,0,False
FAR52_0094,52.212-5,212,train,14976,256,0,False
FAR52_0094,52.212-5,212,train,15360,256,0,False
FAR52_0094,52.212-5,212,train,15744,256,0,False
FAR52_0094,52.212-5,212,train,16128,256,0,False
FAR52_0094,52.212-5,212,train,16640,256,0,False
FAR52_0094,52.212-5,212,train,17024,256,0,False
FAR52_0094,52.212-5,212,train,17408,256,0,False
FAR52_0094,52.212-5,212,train,17792,256,0,False
FAR52_0094,52.212-5,212,train,18176,256,0,False
FAR52_0094,52.212-5,212,train,18560,256,0,False
FAR52_0094,52.212-5,212,train,18944,256,0,False
FAR52_0094,52.212-5,212,train,19328,256,0,False
FAR52_0094,52.212-5,212,train,19712,256,0,False
FAR52_0094,52.212-5,212,train,20096,256,0,False
FAR52_0094,52.212-5,212,train,20480,256,0,False
FAR52_0094,52.212-5,212,train,20992,256,0,False
FAR52_0094,52.212-5,212,train,21376,256,0,False
FAR52_0094,52.212-5,212,train,21760,256,0,False
FAR52_0094,52.212-5,212,train,22144,256,0,False
FAR52_0094,52.212-5,212,train,22528,256,0,False
FAR52_0094,52.212-5,212,train,22912,256,0,False
FAR52_0094,52.212-5,212,train,23296,256,0,False
FAR52_0094,52.212-5,212,train,23680,256,0,False
FAR52_0094,52.212-5,212,train,24064,256,0,False
FAR52_0094,52.212-5,212,train,24448,256,0,False
FAR52_0094,52.212-5,212,train,24832,100,156,True
FAR52_0095,52.213-1,213,train,0,256,0,False
FAR52_0095,52.213-1,213,train,128,256,0,False
FAR52_0095,52.213-1,213,train,256,256,0,False
FAR52_0095,52.213-1,213,train,384,256,0,False
FAR52_0095,52.213-1,213,train,512,256,0,False
FAR52_0095,52.213-1,213,train,640,256,0,False
FAR52_0095,52.213-1,213,train,768,256,0,False
FAR52_0095,52.213-1,213,train,896,256,0,False
FAR52_0095,52.213-1,213,train,1024,256,0,False
FAR52_0095,52.213-1,213,train,1152,256,0,False
FAR52_0095,52.213-1,213,train,1280,256,0,False
FAR52_0095,52.213-1,213,train,1408,256,0,False
FAR52_0095,52.213-1,213,train,1536,256,0,False
FAR52_0095,52.213-1,213,train,1664,256,0,False
FAR52_0095,52.213-1,213,train,1792,256,0,False
FAR52_0095,52.213-1,213,train,1920,256,0,False
FAR52_0095,52.213-1,213,train,2048,256,0,False
FAR52_0095,52.213-1,213,train,2176,256,0,False
FAR52_0095,52.213-1,213,train,2304,256,0,False
FAR52_0095,52.213-1,213,train,2432,256,0,False
FAR52_0095,52.213-1,213,train,2560,256,0,False
FAR52_0095,52.213-1,213,train,2688,256,0,False
FAR52_0095,52.213-1,213,train,2816,256,0,False
FAR52_0095,52.213-1,213,train,2944,256,0,False
FAR52_0095,52.213-1,213,train,3072,256,0,False
FAR52_0095,52.213-1,213,train,3200,256,0,False
FAR52_0095,52.213-1,213,train,3328,256,0,False
FAR52_0095,52.213-1,213,train,3456,256,0,False
FAR52_0095,52.213-1,213,train,3584,256,0,False
FAR52_0095,52.213-1,213,train,3712,256,0,False
FAR52_0095,52.213-1,213,train,3840,256,0,False
FAR52_0095,52.213-1,213,train,3865,256,0,False
FAR52_0095,52.213-1,213,train,3968,153,103,True
FAR52_0095,52.213-1,213,train,4096,25,231,True
FAR52_0096,52.213-2,213,train,0,256,0,False
FAR52_0096,52.213-2,213,train,128,256,0,False
FAR52_0096,52.213-2,213,train,222,256,0,False
FAR52_0096,52.213-2,213,train,256,222,34,True
FAR52_0096,52.213-2,213,train,384,94,162,True
FAR52_0097,52.213-3,213,train,0,256,0,False
FAR52_0097,52.213-3,213,train,128,256,0,False
FAR52_0097,52.213-3,213,train,185,256,0,False
FAR52_0097,52.213-3,213,train,256,185,71,True
FAR52_0097,52.213-3,213,train,384,57,199,True
FAR52_0098,52.213-4,213,train,0,256,0,False
FAR52_0098,52.213-4,213,train,128,256,0,False
FAR52_0098,52.213-4,213,train,384,256,0,False
FAR52_0098,52.213-4,213,train,640,256,0,False
FAR52_0098,52.213-4,213,train,896,256,0,False
FAR52_0098,52.213-4,213,train,1152,256,0,False
FAR52_0098,52.213-4,213,train,1408,256,0,False
FAR52_0098,52.213-4,213,train,1664,256,0,False
FAR52_0098,52.213-4,213,train,1920,256,0,False
FAR52_0098,52.213-4,213,train,2176,256,0,False
FAR52_0098,52.213-4,213,train,2432,256,0,False
FAR52_0098,52.213-4,213,train,2688,256,0,False
FAR52_0098,52.213-4,213,train,2944,256,0,False
FAR52_0098,52.213-4,213,train,3200,256,0,False
FAR52_0098,52.213-4,213,train,3456,256,0,False
FAR52_0098,52.213-4,213,train,3712,256,0,False
FAR52_0098,52.213-4,213,train,3968,256,0,False
FAR52_0098,52.213-4,213,train,4224,256,0,False
FAR52_0098,52.213-4,213,train,4480,256,0,False
FAR52_0098,52.213-4,213,train,4736,256,0,False
FAR52_0098,52.213-4,213,train,4992,256,0,False
FAR52_0098,52.213-4,213,train,5248,256,0,False
FAR52_0098,52.213-4,213,train,5376,256,0,False
FAR52_0098,52.213-4,213,train,5632,256,0,False
FAR52_0098,52.213-4,213,train,5888,256,0,False
FAR52_0098,52.213-4,213,train,6144,256,0,False
FAR52_0098,52.213-4,213,train,6400,256,0,False
FAR52_0098,52.213-4,213,train,6656,256,0,False
FAR52_0098,52.213-4,213,train,6912,256,0,False
FAR52_0098,52.213-4,213,train,7168,256,0,False
FAR52_0098,52.213-4,213,train,7424,256,0,False
FAR52_0098,52.213-4,213,train,7680,256,0,False
FAR52_0098,52.213-4,213,train,7936,256,0,False
FAR52_0098,52.213-4,213,train,8192,256,0,False
FAR52_0098,52.213-4,213,train,8448,256,0,False
FAR52_0098,52.213-4,213,train,8704,256,0,False
FAR52_0098,52.213-4,213,train,8960,256,0,False
FAR52_0098,52.213-4,213,train,9216,256,0,False
FAR52_0098,52.213-4,213,train,9472,256,0,False
FAR52_0098,52.213-4,213,train,9728,256,0,False
FAR52_0098,52.213-4,213,train,9984,256,0,False
FAR52_0098,52.213-4,213,train,10240,256,0,False
FAR52_0098,52.213-4,213,train,10496,256,0,False
FAR52_0098,52.213-4,213,train,10624,256,0,False
FAR52_0098,52.213-4,213,train,10880,256,0,False
FAR52_0098,52.213-4,213,train,11136,256,0,False
FAR52_0098,52.213-4,213,train,11392,256,0,False
FAR52_0098,52.213-4,213,train,11648,256,0,False
FAR52_0098,52.213-4,213,train,11904,256,0,False
FAR52_0098,52.213-4,213,train,12160,256,0,False
FAR52_0098,52.213-4,213,train,12416,256,0,False
FAR52_0098,52.213-4,213,train,12672,256,0,False
FAR52_0098,52.213-4,213,train,12928,256,0,False
FAR52_0098,52.213-4,213,train,13184,256,0,False
FAR52_0098,52.213-4,213,train,13440,256,0,False
FAR52_0098,52.213-4,213,train,13696,256,0,False
FAR52_0098,52.213-4,213,train,13952,256,0,False
FAR52_0098,52.213-4,213,train,14208,256,0,False
FAR52_0098,52.213-4,213,train,14464,256,0,False
FAR52_0098,52.213-4,213,train,14720,256,0,False
FAR52_0098,52.213-4,213,train,14976,256,0,False
FAR52_0098,52.213-4,213,train,15232,256,0,False
FAR52_0098,52.213-4,213,train,15382,256,0,False
FAR52_0098,52.213-4,213,train,15616,22,234,True
FAR52_0099,52.214-3,214,validation,0,256,0,False
FAR52_0099,52.214-3,214,validation,128,256,0,False
FAR52_0099,52.214-3,214,validation,256,256,0,False
FAR52_0099,52.214-3,214,validation,384,256,0,False
FAR52_0099,52.214-3,214,validation,512,256,0,False
FAR52_0099,52.214-3,214,validation,541,256,0,False
FAR52_0099,52.214-3,214,validation,640,157,99,True
