record_id,clause_number,family,word_count,char_count,length_bin,split
FAR52_0469,52.242-3,242,437,2598,Q4_long,train
FAR52_0470,52.242-4,242,251,1714,Q3_medium,validation
FAR52_0471,52.242-5,242,191,1174,Q2_short,train
FAR52_0472,52.242-13,242,136,934,Q2_short,train
FAR52_0473,52.242-14,242,322,1973,Q3_medium,train
FAR52_0474,52.242-15,242,512,3089,Q4_long,test
FAR52_0475,52.242-17,242,279,1627,Q3_medium,train
FAR52_0476,52.243-1,243,817,4986,Q5_longest,train
FAR52_0477,52.243-2,243,719,4399,Q4_long,train
FAR52_0478,52.243-3,243,297,1838,Q3_medium,train
FAR52_0479,52.243-4,243,442,2739,Q4_long,train
FAR52_0480,52.243-5,243,194,1277,Q2_short,train
FAR52_0481,52.243-6,243,129,840,Q2_short,train
FAR52_0482,52.243-7,243,937,6064,Q5_longest,validation
FAR52_0483,52.244-2,244,969,6434,Q5_longest,train
FAR52_0484,52.244-4,244,86,659,Q1_shortest,train
FAR52_0485,52.244-5,244,80,536,Q1_shortest,test
FAR52_0486,52.244-6,244,938,5897,Q5_longest,train
FAR52_0487,52.245-1,245,5179,35600,Q5_longest,train
FAR52_0488,52.245-2,245,221,1585,Q2_short,train
FAR52_0489,52.245-9,245,1005,6367,Q5_longest,train
FAR52_0490,52.246-1,246,87,661,Q1_shortest,train
FAR52_0491,52.246-2,246,2236,14306,Q5_longest,validation
FAR52_0492,52.246-3,246,766,5033,Q5_longest,train
FAR52_0493,52.246-4,246,333,2178,Q3_medium,train
FAR52_0494,52.246-5,246,298,1983,Q3_medium,train
FAR52_0495,52.246-6,246,908,5879,Q5_longest,train
FAR52_0496,52.246-7,246,595,3845,Q4_long,train
FAR52_0497,52.246-8,246,1051,6682,Q5_longest,train
FAR52_0498,52.246-9,246,109,705,Q1_shortest,train
FAR52_0499,52.246-11,246,142,1037,Q2_short,validation
FAR52_0500,52.246-12,246,605,3969,Q4_long,test
FAR52_0501,52.246-13,246,233,1601,Q3_medium,train
FAR52_0502,52.246-14,246,143,1003,Q2_short,test
FAR52_0503,52.246-15,246,343,2362,Q3_medium,train
FAR52_0504,52.246-16,246,224,1386,Q2_short,train
FAR52_0505,52.246-17,246,1461,9299,Q5_longest,train
FAR52_0506,52.246-18,246,1236,7863,Q5_longest,train
FAR52_0507,52.246-19,246,1547,9839,Q5_longest,train
FAR52_0508,52.246-20,246,332,2125,Q3_medium,train
FAR52_0509,52.246-21,246,611,3853,Q4_long,train
FAR52_0510,52.246-23,246,297,1928,Q3_medium,train
FAR52_0511,52.246-24,246,491,3198,Q4_long,validation
FAR52_0512,52.246-25,246,321,2137,Q3_medium,train
FAR52_0513,52.246-26,246,1110,7217,Q5_longest,train
FAR52_0514,52.247-1,247,199,1306,Q2_short,train
FAR52_0515,52.247-2,247,105,811,Q1_shortest,test
FAR52_0516,52.247-3,247,591,3611,Q4_long,train
FAR52_0517,52.247-4,247,113,997,Q1_shortest,train
FAR52_0518,52.247-5,247,126,892,Q2_short,train
FAR52_0519,52.247-6,247,110,770,Q1_shortest,train
FAR52_0520,52.247-7,247,101,697,Q1_shortest,train
FAR52_0521,52.247-8,247,104,691,Q1_shortest,validation
FAR52_0522,52.247-9,247,81,550,Q1_shortest,train
FAR52_0523,52.247-10,247,154,948,Q2_short,train
FAR52_0524,52.247-11,247,238,1497,Q3_medium,test
FAR52_0525,52.247-12,247,74,542,Q1_shortest,test
FAR52_0526,52.247-13,247,267,1744,Q3_medium,train
FAR52_0527,52.247-14,247,65,460,Q1_shortest,train
FAR52_0528,52.247-15,247,154,1044,Q2_short,train
FAR52_0529,52.247-16,247,212,1360,Q2_short,train
FAR52_0530,52.247-17,247,75,465,Q1_shortest,train
FAR52_0531,52.247-18,247,94,608,Q1_shortest,test
FAR52_0532,52.247-19,247,130,815,Q2_short,train
FAR52_0533,52.247-20,247,117,1177,Q1_shortest,train
FAR52_0534,52.247-21,247,206,1376,Q2_short,validation
FAR52_0535,52.247-22,247,100,604,Q1_shortest,train
FAR52_0536,52.247-23,247,170,975,Q2_short,train
FAR52_0537,52.247-24,247,115,776,Q1_shortest,train
FAR52_0538,52.247-25,247,89,627,Q1_shortest,train
FAR52_0539,52.247-26,247,83,564,Q1_shortest,train
FAR52_0540,52.247-27,247,75,507,Q1_shortest,train
FAR52_0541,52.247-28,247,68,492,Q1_shortest,train
FAR52_0542,52.247-29,247,733,4526,Q4_long,validation
FAR52_0543,52.247-30,247,461,2856,Q4_long,test
FAR52_0544,52.247-31,247,768,4772,Q5_longest,train
FAR52_0545,52.247-32,247,750,4659,Q5_longest,train
FAR52_0546,52.247-33,247,907,5578,Q5_longest,train
FAR52_0547,52.247-34,247,398,2516,Q4_long,train
FAR52_0548,52.247-35,247,201,1242,Q2_short,train
FAR52_0549,52.247-36,247,249,1491,Q3_medium,train
FAR52_0550,52.247-37,247,226,1326,Q2_short,train
FAR52_0551,52.247-38,247,241,1477,Q3_medium,train
FAR52_0552,52.247-39,247,236,1439,Q3_medium,train
FAR52_0553,52.247-40,247,219,1332,Q2_short,train
FAR52_0554,52.247-41,247,224,1393,Q2_short,test
FAR52_0555,52.247-42,247,264,1632,Q3_medium,train
FAR52_0556,52.247-43,247,272,1624,Q3_medium,train
FAR52_0557,52.247-44,247,243,1486,Q3_medium,train
FAR52_0558,52.247-45,247,121,631,Q1_shortest,train
FAR52_0559,52.247-46,247,240,1377,Q3_medium,train
FAR52_0560,52.247-47,247,157,1028,Q2_short,train
FAR52_0561,52.247-48,247,196,1212,Q2_short,train
FAR52_0562,52.247-49,247,60,399,Q1_shortest,train
FAR52_0563,52.247-50,247,70,460,Q1_shortest,train
FAR52_0564,52.247-51,247,1287,8042,Q5_longest,train
FAR52_0565,52.247-52,247,679,4308,Q4_long,train
FAR52_0566,52.247-53,247,190,1412,Q2_short,train
FAR52_0567,52.247-55,247,381,2422,Q3_medium,train
FAR52_0568,52.247-56,247,78,737,Q1_shortest,validation
FAR52_0569,52.247-57,247,373,2387,Q3_medium,validation
FAR52_0570,52.247-58,247,186,1174,Q2_short,train
FAR52_0571,52.247-59,247,292,1786,Q3_medium,test
FAR52_0572,52.247-60,247,424,2801,Q4_long,train
FAR52_0573,52.247-61,247,218,1319,Q2_short,validation
FAR52_0574,52.247-62,247,191,1442,Q2_short,train
FAR52_0575,52.247-63,247,419,2773,Q4_long,train
FAR52_0576,52.247-64,247,1058,6747,Q5_longest,train
FAR52_0577,52.247-65,247,273,1774,Q3_medium,train
FAR52_0578,52.247-66,247,380,2529,Q3_medium,train
FAR52_0579,52.247-67,247,149,1158,Q2_short,train
FAR52_0580,52.247-68,247,322,1993,Q3_medium,train
FAR52_0581,52.247-69,247,428,2792,Q4_long,train
FAR52_0582,52.248-1,248,3230,21642,Q5_longest,test
FAR52_0583,52.248-2,248,597,3862,Q4_long,validation
FAR52_0584,52.248-3,248,1370,9009,Q5_longest,train
FAR52_0585,52.249-1,249,174,1093,Q2_short,train
FAR52_0586,52.249-2,249,2476,15630,Q5_longest,test
FAR52_0587,52.249-3,249,1906,11918,Q5_longest,train
FAR52_0588,52.249-4,249,151,1012,Q2_short,train
FAR52_0589,52.249-5,249,963,6158,Q5_longest,train
FAR52_0590,52.249-6,249,3135,19733,Q5_longest,train
FAR52_0591,52.249-7,249,281,1882,Q3_medium,train
FAR52_0592,52.249-8,249,930,5763,Q5_longest,train
FAR52_0593,52.249-9,249,679,4167,Q4_long,train
FAR52_0594,52.249-10,249,1277,7784,Q5_longest,validation
FAR52_0595,52.249-12,249,79,521,Q1_shortest,train
FAR52_0596,52.249-14,249,352,2208,Q3_medium,train
FAR52_0597,52.250-1,250,735,4801,Q4_long,train
FAR52_0598,52.250-2,250,154,1016,Q2_short,train
FAR52_0599,52.250-3,250,1241,7948,Q5_longest,train
FAR52_0600,52.250-4,250,1209,7704,Q5_longest,train
FAR52_0601,52.250-5,250,643,4144,Q4_long,train
FAR52_0602,52.251-1,251,82,546,Q1_shortest,train
FAR52_0603,52.251-2,251,91,610,Q1_shortest,validation
FAR52_0604,52.252-1,252,140,1041,Q2_short,train
FAR52_0605,52.252-2,252,82,626,Q1_shortest,train
FAR52_0606,52.252-3,252,72,595,Q1_shortest,train
FAR52_0607,52.252-4,252,77,607,Q1_shortest,test
FAR52_0608,52.252-5,252,158,1059,Q2_short,train
FAR52_0609,52.252-6,252,164,1045,Q2_short,train
FAR52_0610,52.253-1,253,188,1103,Q2_short,train
